id,symbol,cat_name,rel_position,duration
000767.png,clef_bass,clefF,,
000768.png,rest_whole,restWhole,,
000769.png,rest_whole,restWhole,,
000770.png,clef_treble,clefG,,
000771.png,clef_treble,clefG,,
000772.png,clef_treble,clefG,,
000773.png,rest_8th,rest8th,,
000774.png,rest_8th,rest8th,,
000775.png,rest_8th,rest8th,,
000776.png,rest_8th,rest8th,,
000777.png,rest_8th,rest8th,,
000778.png,rest_8th,rest8th,,
000779.png,rest_8th,rest8th,,
000780.png,rest_8th,rest8th,,
000781.png,dot,augmentationDot,,
000782.png,dot,augmentationDot,,
000783.png,rest_quarter,restQuarter,,
000784.png,rest_quarter,restQuarter,,
000785.png,rest_quarter,restQuarter,,
000786.png,rest_quarter,restQuarter,,
000787.png,dot,augmentationDot,,
000788.png,dot,augmentationDot,,
000789.png,rest_whole,restWhole,,
000790.png,rest_whole,restWhole,,
000791.png,rest_whole,restWhole,,
000792.png,clef_bass,clefF,,
000793.png,clef_treble,clefG,,
000794.png,clef_treble,clefG,,
000795.png,clef_treble,clefG,,
000796.png,rest_8th,rest8th,,
000797.png,rest_8th,rest8th,,
000798.png,rest_8th,rest8th,,
000799.png,rest_8th,rest8th,,
000800.png,rest_whole,restWhole,,
000801.png,rest_whole,restWhole,,
000802.png,clef_treble,clefG,,
000803.png,sharp,accidentalSharp,4,
000804.png,natural,accidentalNatural,-4,
000805.png,sharp,accidentalSharp,5,
000806.png,sharp,accidentalSharp,-3,
000807.png,sharp,accidentalSharp,-6,
000808.png,sharp,accidentalSharp,2,
000809.png,natural,accidentalNatural,4,
000810.png,natural,accidentalNatural,-3,
000811.png,sharp,accidentalSharp,-2,
000812.png,natural,accidentalNatural,1,
000813.png,sharp,accidentalSharp,2,
000814.png,sharp,accidentalSharp,1,
000815.png,natural,accidentalNatural,-1,
000816.png,sharp,accidentalSharp,-1,
000817.png,natural,accidentalNatural,7,
000818.png,sharp,accidentalSharp,0,
000819.png,natural,accidentalNatural,1,
000820.png,sharp,accidentalSharp,1,
000821.png,sharp,accidentalSharp,1,
000822.png,sharp,accidentalSharp,2,
000823.png,sharp,accidentalSharp,-2,
000824.png,sharp,accidentalSharp,2,
000825.png,natural,accidentalNatural,4,
000826.png,natural,accidentalNatural,-2,
000827.png,sharp,accidentalSharp,5,
000828.png,natural,accidentalNatural,5,
000829.png,natural,accidentalNatural,-2,
000830.png,natural,accidentalNatural,-7,
000831.png,sharp,accidentalSharp,0,
000832.png,sharp,accidentalSharp,-2,
000833.png,sharp,accidentalSharp,-2,
000834.png,natural,accidentalNatural,0,
000835.png,sharp,accidentalSharp,0,
000836.png,natural,accidentalNatural,-3,
000837.png,natural,accidentalNatural,-4,
000838.png,sharp,accidentalSharp,-3,
000839.png,sharp,accidentalSharp,-6,
000840.png,natural,accidentalNatural,1,
000841.png,sharp,accidentalSharp,1,
000842.png,natural,accidentalNatural,4,
000843.png,natural,accidentalNatural,4,
000844.png,sharp,accidentalSharp,0,
000845.png,sharp,accidentalSharp,5,
000846.png,sharp,accidentalSharp,8,
000847.png,natural,accidentalNatural,2,
000848.png,sharp,accidentalSharp,2,
000849.png,natural,accidentalNatural,3,
000850.png,sharp,accidentalSharp,7,
000851.png,natural,accidentalNatural,7,
000852.png,natural,accidentalNatural,4,
000853.png,sharp,accidentalSharp,5,
000854.png,natural,accidentalNatural,4,
000855.png,sharp,accidentalSharp,4,
000856.png,natural,accidentalNatural,4,
000857.png,natural,accidentalNatural,3,
000858.png,rest_16th,rest16th,,
000859.png,rest_8th,rest8th,,
000860.png,rest_8th,rest8th,,
000861.png,clef_tenor,clefCTenor,,
000862.png,clef_bass,clefF,,
000863.png,rest_16th,rest16th,,
000864.png,rest_8th,rest8th,,
000865.png,clef_alto,clefCAlto,,
000866.png,rest_quarter,restQuarter,,
000867.png,rest_16th,rest16th,,
000868.png,dot,augmentationDot,,
000869.png,rest_16th,rest16th,,
000870.png,rest_16th,rest16th,,
000871.png,rest_8th,rest8th,,
000872.png,rest_16th,rest16th,,
000873.png,rest_quarter,restQuarter,,
000874.png,rest_8th,rest8th,,
000875.png,clef_alto,clefCAlto,,
000876.png,clef_tenor,clefCTenor,,
000877.png,clef_bass,clefF,,
000878.png,rest_16th,rest16th,,
000879.png,rest_quarter,restQuarter,,
000880.png,rest_8th,rest8th,,
000881.png,rest_8th,rest8th,,
000882.png,rest_8th,rest8th,,
000883.png,rest_16th,rest16th,,
000884.png,rest_quarter,restQuarter,,
000885.png,rest_8th,rest8th,,
000886.png,rest_16th,rest16th,,
000887.png,clef_bass,clefF,,
000888.png,clef_tenor,clefCTenor,,
000889.png,clef_alto,clefCAlto,,
000890.png,rest_8th,rest8th,,
000891.png,rest_16th,rest16th,,
000892.png,rest_quarter,restQuarter,,
000893.png,rest_16th,rest16th,,
000894.png,clef_alto,clefCAlto,,
000895.png,rest_8th,rest8th,,
000896.png,clef_bass,clefF,,
000897.png,clef_tenor,clefCTenor,,
000898.png,flat,accidentalFlat,0,
000899.png,flat,accidentalFlat,0,
000900.png,dot,augmentationDot,,
000901.png,rest_whole,restWhole,,
000902.png,rest_whole,restWhole,,
000903.png,dot,augmentationDot,,
000904.png,time_3,timeSig3,,
000905.png,time_4,timeSig4,,
000906.png,clef_8,clef8,,
000907.png,clef_treble,clefG,,
000908.png,rest_whole,restWhole,,
000909.png,rest_whole,restWhole,,
000910.png,clef_treble,clefG,,
000911.png,rest_whole,restWhole,,
000912.png,rest_whole,restWhole,,
000913.png,rest_whole,restWhole,,
000914.png,rest_whole,restWhole,,
000915.png,rest_whole,restWhole,,
000916.png,time_3,timeSig3,,
000917.png,time_4,timeSig4,,
000918.png,clef_8,clef8,,
000919.png,clef_bass,clefF,,
000920.png,time_3,timeSig3,,
000921.png,time_4,timeSig4,,
000922.png,clef_bass,clefF,,
000923.png,time_3,timeSig3,,
000924.png,time_4,timeSig4,,
000925.png,clef_treble,clefG,,
000926.png,time_3,timeSig3,,
000927.png,time_4,timeSig4,,
000928.png,clef_treble,clefG,,
000929.png,time_3,timeSig3,,
000930.png,time_4,timeSig4,,
000931.png,dot,augmentationDot,,
000932.png,dot,augmentationDot,,
000933.png,rest_whole,restWhole,,
000934.png,rest_8th,rest8th,,
000935.png,dot,augmentationDot,,
000936.png,clef_8,clef8,,
000937.png,clef_treble,clefG,,
000938.png,rest_whole,restWhole,,
000939.png,rest_whole,restWhole,,
000940.png,clef_8,clef8,,
000941.png,clef_bass,clefF,,
000942.png,clef_bass,clefF,,
000943.png,clef_treble,clefG,,
000944.png,clef_treble,clefG,,
000945.png,clef_treble,clefG,,
000946.png,dot,augmentationDot,,
000947.png,dot,augmentationDot,,
000948.png,flat,accidentalFlat,-5,
000949.png,natural,accidentalNatural,-3,
000950.png,natural,accidentalNatural,1,
000951.png,natural,accidentalNatural,-2,
000952.png,natural,accidentalNatural,-2,
000953.png,flat,accidentalFlat,-7,
000954.png,natural,accidentalNatural,-7,
000955.png,flat,accidentalFlat,-4,
000956.png,flat,accidentalFlat,-5,
000957.png,natural,accidentalNatural,-2,
000958.png,flat,accidentalFlat,0,
000959.png,natural,accidentalNatural,-3,
000960.png,flat,accidentalFlat,1,
000961.png,natural,accidentalNatural,-2,
000962.png,flat,accidentalFlat,-7,
000963.png,natural,accidentalNatural,-7,
000964.png,natural,accidentalNatural,-2,
000965.png,natural,accidentalNatural,-2,
000966.png,flat,accidentalFlat,0,
000967.png,natural,accidentalNatural,-3,
000968.png,flat,accidentalFlat,1,
000969.png,natural,accidentalNatural,-2,
000970.png,natural,accidentalNatural,-3,
000971.png,natural,accidentalNatural,-4,
000972.png,flat,accidentalFlat,-7,
000973.png,natural,accidentalNatural,-7,
000974.png,natural,accidentalNatural,-7,
000975.png,natural,accidentalNatural,0,
000976.png,rest_16th,rest16th,,
000977.png,rest_16th,rest16th,,
000978.png,rest_16th,rest16th,,
000979.png,time_cut,timeSigCutCommon,,
000980.png,time_cut,timeSigCutCommon,,
000981.png,clef_bass,clefF,,
000982.png,rest_quarter,restQuarter,,
000983.png,rest_quarter,restQuarter,,
000984.png,rest_quarter,restQuarter,,
000985.png,dot,augmentationDot,,
000986.png,rest_16th,rest16th,,
000987.png,rest_16th,rest16th,,
000988.png,rest_16th,rest16th,,
000989.png,rest_16th,rest16th,,
000990.png,dot,augmentationDot,,
000991.png,time_cut,timeSigCutCommon,,
000992.png,clef_treble,clefG,,
000993.png,time_cut,timeSigCutCommon,,
000994.png,clef_treble,clefG,,
000995.png,rest_16th,rest16th,,
000996.png,rest_16th,rest16th,,
000997.png,dot,augmentationDot,,
000998.png,time_cut,timeSigCutCommon,,
000999.png,time_cut,timeSigCutCommon,,
001000.png,time_cut,timeSigCutCommon,,
001001.png,time_cut,timeSigCutCommon,,
001002.png,clef_treble,clefG,,
001003.png,clef_bass,clefF,,
001004.png,dot,augmentationDot,,
001005.png,rest_quarter,restQuarter,,
001006.png,rest_quarter,restQuarter,,
001007.png,rest_quarter,restQuarter,,
001008.png,rest_8th,rest8th,,
001009.png,rest_8th,rest8th,,
001010.png,rest_8th,rest8th,,
001011.png,rest_8th,rest8th,,
001012.png,rest_quarter,restQuarter,,
001013.png,dot,augmentationDot,,
001014.png,rest_quarter,restQuarter,,
001015.png,clef_bass,clefF,,
001016.png,clef_treble,clefG,,
001017.png,time_cut,timeSigCutCommon,,
001018.png,time_cut,timeSigCutCommon,,
001019.png,rest_quarter,restQuarter,,
001020.png,rest_quarter,restQuarter,,
001021.png,rest_8th,rest8th,,
001022.png,rest_8th,rest8th,,
001023.png,rest_8th,rest8th,,
001024.png,rest_8th,rest8th,,
001025.png,rest_quarter,restQuarter,,
001026.png,rest_quarter,restQuarter,,
001027.png,rest_8th,rest8th,,
001028.png,rest_8th,rest8th,,
001029.png,dot,augmentationDot,,
001030.png,clef_bass,clefF,,
001031.png,clef_treble,clefG,,
001032.png,rest_quarter,restQuarter,,
001033.png,rest_quarter,restQuarter,,
001034.png,rest_quarter,restQuarter,,
001035.png,dot,augmentationDot,,
001036.png,rest_quarter,restQuarter,,
001037.png,rest_quarter,restQuarter,,
001038.png,rest_8th,rest8th,,
001039.png,rest_8th,rest8th,,
001040.png,rest_8th,rest8th,,
001041.png,rest_quarter,restQuarter,,
001042.png,dot,augmentationDot,,
001043.png,rest_quarter,restQuarter,,
001044.png,clef_bass,clefF,,
001045.png,clef_treble,clefG,,
001046.png,rest_8th,rest8th,,
001047.png,rest_8th,rest8th,,
001048.png,rest_quarter,restQuarter,,
001049.png,rest_quarter,restQuarter,,
001050.png,rest_8th,rest8th,,
001051.png,rest_quarter,restQuarter,,
001052.png,rest_8th,rest8th,,
001053.png,dot,augmentationDot,,
001054.png,dot,augmentationDot,,
001055.png,rest_quarter,restQuarter,,
001056.png,rest_8th,rest8th,,
001057.png,rest_8th,rest8th,,
001058.png,clef_bass,clefF,,
001059.png,clef_treble,clefG,,
001060.png,rest_quarter,restQuarter,,
001061.png,rest_quarter,restQuarter,,
001062.png,dot,augmentationDot,,
001063.png,rest_quarter,restQuarter,,
001064.png,rest_quarter,restQuarter,,
001065.png,rest_quarter,restQuarter,,
001066.png,rest_quarter,restQuarter,,
001067.png,dot,augmentationDot,,
001068.png,rest_quarter,restQuarter,,
001069.png,rest_quarter,restQuarter,,
001070.png,rest_quarter,restQuarter,,
001071.png,rest_quarter,restQuarter,,
001072.png,rest_quarter,restQuarter,,
001073.png,rest_quarter,restQuarter,,
001074.png,clef_bass,clefF,,
001075.png,clef_treble,clefG,,
001076.png,rest_quarter,restQuarter,,
001077.png,dot,augmentationDot,,
001078.png,dot,augmentationDot,,
001079.png,dot,augmentationDot,,
001080.png,rest_quarter,restQuarter,,
001081.png,dot,augmentationDot,,
001082.png,rest_16th,rest16th,,
001083.png,rest_16th,rest16th,,
001084.png,clef_alto,clefCAlto,,
001085.png,rest_16th,rest16th,,
001086.png,rest_16th,rest16th,,
001087.png,rest_whole,restWhole,,
001088.png,rest_whole,restWhole,,
001089.png,rest_whole,restWhole,,
001090.png,rest_whole,restWhole,,
001091.png,rest_whole,restWhole,,
001092.png,rest_whole,restWhole,,
001093.png,rest_16th,rest16th,,
001094.png,rest_16th,rest16th,,
001095.png,rest_whole,restWhole,,
001096.png,clef_alto,clefCAlto,,
001097.png,clef_treble,clefG,,
001098.png,clef_treble,clefG,,
001099.png,rest_whole,restWhole,,
001100.png,rest_whole,restWhole,,
001101.png,rest_whole,restWhole,,
001102.png,clef_bass,clefF,,
001103.png,rest_16th,rest16th,,
001104.png,rest_16th,rest16th,,
001105.png,rest_16th,rest16th,,
001106.png,rest_16th,rest16th,,
001107.png,rest_16th,rest16th,,
001108.png,rest_16th,rest16th,,
001109.png,rest_16th,rest16th,,
001110.png,rest_16th,rest16th,,
001111.png,rest_16th,rest16th,,
001112.png,rest_16th,rest16th,,
001113.png,rest_16th,rest16th,,
001114.png,rest_16th,rest16th,,
001115.png,rest_whole,restWhole,,
001116.png,rest_whole,restWhole,,
001117.png,rest_whole,restWhole,,
001118.png,rest_whole,restWhole,,
001119.png,rest_16th,rest16th,,
001120.png,rest_16th,rest16th,,
001121.png,rest_16th,rest16th,,
001122.png,clef_bass,clefF,,
001123.png,rest_32nd,rest32nd,,
001124.png,rest_16th,rest16th,,
001125.png,clef_treble,clefG,,
001126.png,clef_alto,clefCAlto,,
001127.png,clef_alto,clefCAlto,,
001128.png,rest_whole,restWhole,,
001129.png,rest_whole,restWhole,,
001130.png,clef_treble,clefG,,
001131.png,rest_16th,rest16th,,
001132.png,rest_16th,rest16th,,
001133.png,rest_16th,rest16th,,
001134.png,rest_16th,rest16th,,
001135.png,rest_16th,rest16th,,
001136.png,rest_16th,rest16th,,
001137.png,rest_16th,rest16th,,
001138.png,rest_16th,rest16th,,
001139.png,rest_16th,rest16th,,
001140.png,rest_16th,rest16th,,
001141.png,rest_whole,restWhole,,
001142.png,rest_8th,rest8th,,
001143.png,rest_8th,rest8th,,
001144.png,rest_16th,rest16th,,
001145.png,rest_16th,rest16th,,
001146.png,rest_whole,restWhole,,
001147.png,rest_whole,restWhole,,
001148.png,rest_whole,restWhole,,
001149.png,rest_16th,rest16th,,
001150.png,rest_16th,rest16th,,
001151.png,clef_treble,clefG,,
001152.png,clef_alto,clefCAlto,,
001153.png,clef_treble,clefG,,
001154.png,clef_bass,clefF,,
001155.png,rest_whole,restWhole,,
001156.png,rest_whole,restWhole,,
001157.png,rest_half,restHalf,,
001158.png,rest_half,restHalf,,
001159.png,rest_half,restHalf,,
001160.png,rest_half,restHalf,,
001161.png,rest_16th,rest16th,,
001162.png,rest_16th,rest16th,,
001163.png,rest_16th,rest16th,,
001164.png,rest_16th,rest16th,,
001165.png,dot,augmentationDot,,
001166.png,dot,augmentationDot,,
001167.png,dot,augmentationDot,,
001168.png,dot,augmentationDot,,
001169.png,dot,augmentationDot,,
001170.png,dot,augmentationDot,,
001171.png,clef_bass,clefF,,
001172.png,clef_bass,clefF,,
001173.png,clef_treble,clefG,,
001174.png,dot,augmentationDot,,
001175.png,dot,augmentationDot,,
001176.png,dot,augmentationDot,,
001177.png,dot,augmentationDot,,
001178.png,clef_bass,clefF,,
001179.png,clef_treble,clefG,,
001180.png,clef_bass,clefF,,
001181.png,clef_bass,clefF,,
001182.png,clef_treble,clefG,,
001183.png,clef_bass,clefF,,
001184.png,clef_bass,clefF,,
001185.png,clef_bass,clefF,,
001186.png,clef_treble,clefG,,
001187.png,sharp,accidentalSharp,-2,
001188.png,dot,augmentationDot,,
001189.png,rest_8th,rest8th,,
001190.png,dot,augmentationDot,,
001191.png,dot,augmentationDot,,
001192.png,rest_8th,rest8th,,
001193.png,rest_8th,rest8th,,
001194.png,dot,augmentationDot,,
001195.png,clef_bass,clefF,,
001196.png,rest_8th,rest8th,,
001197.png,time_6,timeSig6,,
001198.png,time_8,timeSig8,,
001199.png,clef_treble,clefG,,
001200.png,rest_8th,rest8th,,
001201.png,time_6,timeSig6,,
001202.png,time_8,timeSig8,,
001203.png,clef_treble,clefG,,
001204.png,time_6,timeSig6,,
001205.png,time_8,timeSig8,,
001206.png,dot,augmentationDot,,
001207.png,dot,augmentationDot,,
001208.png,dot,augmentationDot,,
001209.png,dot,augmentationDot,,
001210.png,dot,augmentationDot,,
001211.png,rest_8th,rest8th,,
001212.png,dot,augmentationDot,,
001213.png,rest_8th,rest8th,,
001214.png,dot,augmentationDot,,
001215.png,rest_8th,rest8th,,
001216.png,clef_bass,clefF,,
001217.png,clef_treble,clefG,,
001218.png,clef_treble,clefG,,
001219.png,dot,augmentationDot,,
001220.png,dot,augmentationDot,,
001221.png,dot,augmentationDot,,
001222.png,natural,accidentalNatural,-2,
001223.png,sharp,accidentalSharp,5,
001224.png,sharp,accidentalSharp,2,
001225.png,natural,accidentalNatural,-3,
001226.png,natural,accidentalNatural,-2,
001227.png,dot,augmentationDot,,
001228.png,dot,augmentationDot,,
001229.png,dot,augmentationDot,,
001230.png,rest_whole,restWhole,,
001231.png,rest_whole,restWhole,,
001232.png,rest_whole,restWhole,,
001233.png,rest_whole,restWhole,,
001234.png,dot,augmentationDot,,
001235.png,dot,augmentationDot,,
001236.png,dot,augmentationDot,,
001237.png,clef_treble,clefG,,
001238.png,clef_treble,clefG,,
001239.png,clef_alto,clefCAlto,,
001240.png,clef_bass,clefF,,
001241.png,clef_bass,clefF,,
001242.png,clef_8,clef8,,
001243.png,rest_whole,restWhole,,
001244.png,rest_whole,restWhole,,
001245.png,clef_tenor,clefCTenor,,
001246.png,dot,augmentationDot,,
001247.png,dot,augmentationDot,,
001248.png,dot,augmentationDot,,
001249.png,dot,augmentationDot,,
001250.png,dot,augmentationDot,,
001251.png,dot,augmentationDot,,
001252.png,dot,augmentationDot,,
001253.png,dot,augmentationDot,,
001254.png,dot,augmentationDot,,
001255.png,dot,augmentationDot,,
001256.png,dot,augmentationDot,,
001257.png,dot,augmentationDot,,
001258.png,dot,augmentationDot,,
001259.png,dot,augmentationDot,,
001260.png,dot,augmentationDot,,
001261.png,rest_whole,restWhole,,
001262.png,rest_whole,restWhole,,
001263.png,rest_whole,restWhole,,
001264.png,rest_whole,restWhole,,
001265.png,dot,augmentationDot,,
001266.png,dot,augmentationDot,,
001267.png,dot,augmentationDot,,
001268.png,dot,augmentationDot,,
001269.png,dot,augmentationDot,,
001270.png,dot,augmentationDot,,
001271.png,dot,augmentationDot,,
001272.png,dot,augmentationDot,,
001273.png,dot,augmentationDot,,
001274.png,clef_bass,clefF,,
001275.png,clef_treble,clefG,,
001276.png,clef_treble,clefG,,
001277.png,clef_alto,clefCAlto,,
001278.png,clef_bass,clefF,,
001279.png,clef_8,clef8,,
001280.png,rest_whole,restWhole,,
001281.png,rest_whole,restWhole,,
001282.png,clef_tenor,clefCTenor,,
001283.png,dot,augmentationDot,,
001284.png,dot,augmentationDot,,
001285.png,dot,augmentationDot,,
001286.png,dot,augmentationDot,,
001287.png,dot,augmentationDot,,
001288.png,dot,augmentationDot,,
001289.png,clef_tenor,clefCTenor,,
001290.png,dot,augmentationDot,,
001291.png,dot,augmentationDot,,
001292.png,rest_half,restHalf,,
001293.png,rest_quarter,restQuarter,,
001294.png,dot,augmentationDot,,
001295.png,dot,augmentationDot,,
001296.png,dot,augmentationDot,,
001297.png,dot,augmentationDot,,
001298.png,sharp,accidentalSharp,-8,
001299.png,sharp,accidentalSharp,12,
001300.png,sharp,accidentalSharp,-7,
001301.png,natural,accidentalNatural,-5,
001302.png,sharp,accidentalSharp,-5,
001303.png,sharp,accidentalSharp,-8,
001304.png,natural,accidentalNatural,-8,
001305.png,sharp,accidentalSharp,-5,
001306.png,sharp,accidentalSharp,0,
001307.png,flat,accidentalFlat,-5,
001308.png,flat,accidentalFlat,-10,
001309.png,sharp,accidentalSharp,-8,
001310.png,sharp,accidentalSharp,12,
001311.png,sharp,accidentalSharp,0,
001312.png,sharp,accidentalSharp,-7,
001313.png,natural,accidentalNatural,-5,
001314.png,sharp,accidentalSharp,-5,
001315.png,sharp,accidentalSharp,-5,
001316.png,sharp,accidentalSharp,-8,
001317.png,natural,accidentalNatural,-8,
001318.png,flat,accidentalFlat,-7,
001319.png,flat,accidentalFlat,-10,
001320.png,flat,accidentalFlat,-5,
001321.png,natural,accidentalNatural,-8,
001322.png,sharp,accidentalSharp,-5,
001323.png,sharp,accidentalSharp,0,
001324.png,sharp,accidentalSharp,-8,
001325.png,sharp,accidentalSharp,-8,
001326.png,sharp,accidentalSharp,-5,
001327.png,sharp,accidentalSharp,-7,
001328.png,sharp,accidentalSharp,0,
001329.png,natural,accidentalNatural,-5,
001330.png,sharp,accidentalSharp,-5,
001331.png,flat,accidentalFlat,-10,
001332.png,sharp,accidentalSharp,14,
001333.png,flat,accidentalFlat,-7,
001334.png,flat,accidentalFlat,-5,
001335.png,sharp,accidentalSharp,-8,
001336.png,sharp,accidentalSharp,-7,
001337.png,sharp,accidentalSharp,-8,
001338.png,sharp,accidentalSharp,-7,
001339.png,natural,accidentalNatural,-5,
